Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,User created at,CV Last updated by owner,CV Last updated,Years of education,Years since first work experience,Access roles,Has profile image,Owns a reference project,Read and understood privacy notice,SFIA Level,CPD Level,CPD Band,CPD Label
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_5cc439f4,5cc439f4,cv_5cc439f4,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,2022-12-28,2025-08-14,2025-07-08,11,18,Administrator,True,False,True,6,4,E,CPD4E
John Durham,int:John Durham,int:Principal Databricks Engineer,john.durham@example.com,johndurham,ext_980bd348,980bd348,cv_980bd348,910.443.3187x5109,858-635-0344,1978,Data Engineering,United Kingdom,2025-03-19,2025-09-26,2025-06-05,12,1,User,True,False,False,5,3,L,CPD3L
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_a91b0bfb,a91b0bfb,cv_a91b0bfb,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,2023-03-10,2025-10-15,2025-06-06,17,17,User,False,True,False,2,1,E,CPD1E
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_6b9f48f7,6b9f48f7,cv_6b9f48f7,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,2025-08-31,2025-04-01,2025-10-04,13,25,Country Manager,True,False,False,5,3,L,CPD3L
Albert Ballard,int:Albert Ballard,int:Senior Data Engineer,albert.ballard@mail.test,albertballard,ext_c851a7d8,c851a7d8,cv_c851a7d8,001-867-954-8581x93242,541.886.5205x7563,2002,Data Engineering,India,2023-12-28,2025-01-02,2025-06-20,18,15,Administrator,True,True,False,4,3,E,CPD3E
Rachel Byrd,int:Rachel Byrd,int:Head of Software Engineering EU,rachel.byrd@example.com,rachelbyrd,ext_d8fc1bcd,d8fc1bcd,cv_d8fc1bcd,(320)737-5830x945,280-294-0476x044,1984,Head of Software Engineering EU,United Kingdom,2018-04-01,2025-02-15,2025-01-31,20,7,Country Manager,False,True,True,6,4,E,CPD4E
Eric Alexander,int:Eric Alexander,int:Consultant Python Developer,eric.alexander@example.com,ericalexander,ext_902250c6,902250c6,cv_902250c6,001-479-477-2781x050,(616)510-7051,1985,Data Engineering,United Kingdom,2021-01-11,2025-07-13,2024-12-11,20,11,Administrator,False,False,False,3,2,L,CPD2L
Michael Matthews,int:Michael Matthews,int:Senior MLOps Engineer,michael.matthews@example.com,michaelmatthews,ext_86fcc035,86fcc035,cv_86fcc035,+1-390-555-2958x0660,001-282-641-2704x93862,1969,Data Engineering,Ireland,2018-02-12,2025-04-18,2025-02-04,19,16,Administrator,True,True,True,4,3,E,CPD3E
Danielle Coleman,int:Danielle Coleman,int:Associate Frontend Engineer,danielle.coleman@example.org,daniellecoleman,ext_4c5e4992,4c5e4992,cv_4c5e4992,385-415-7919x711,001-612-559-0203x5713,1972,Software Engineering,Slovenia,2019-11-01,2025-05-01,2025-08-17,20,4,Administrator,False,False,False,2,1,E,CPD1E
John Bruce,int:John Bruce,int:Principal AI Engineer,john.bruce@example.org,johnbruce,ext_8d97e5fc,8d97e5fc,cv_8d97e5fc,001-524-606-4242x9563,724.747.4175,1991,AI/ML,Slovenia,2023-09-17,2025-08-09,2025-09-30,13,24,Country Manager,True,False,False,5,3,L,CPD3L
James Cruz,int:James Cruz,int:Consultant Analytics Engineer,james.cruz@example.org,jamescruz,ext_6f0082c8,6f0082c8,cv_6f0082c8,001-587-720-9628x93654,001-388-441-8343x740,1982,Data Engineering,Spain,2020-05-03,2024-12-24,2025-04-27,14,16,Country Manager,True,True,True,3,2,L,CPD2L
Timothy Young,int:Timothy Young,int:Consultant Frontend Engineer,timothy.young@example.com,timothyyoung,ext_8c2d17f1,8c2d17f1,cv_8c2d17f1,227.495.5969x0515,(975)851-2542x78207,1980,Software Engineering,Ireland,2018-06-23,2025-07-06,2025-01-28,11,19,User,True,True,True,3,2,L,CPD2L
Ashley Andrews,int:Ashley Andrews,int:Consultant DevOps Engineer,ashley.andrews@mail.test,ashleyandrews,ext_5b8ebe94,5b8ebe94,cv_5b8ebe94,001-367-834-5957x6403,(449)469-0282x49839,1969,Cloud Engineering,India,2018-02-07,2024-12-22,2024-12-06,20,18,User,False,True,False,3,2,L,CPD2L
Victoria Phillips,int:Victoria Phillips,int:Senior Project Manager,victoria.phillips@example.org,victoriaphillips,ext_9df918b1,9df918b1,cv_9df918b1,+1-450-614-2576x27023,412-733-6132x8507,1994,Delivery Management,United Kingdom,2022-10-20,2025-06-26,2025-04-14,17,12,Administrator,True,True,True,4,3,E,CPD3E
Tiffany Barrett,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_5ee1ca4d,5ee1ca4d,cv_5ee1ca4d,378-863-7673,(352)765-4696,1973,Architecture,Ireland,2019-06-18,2025-05-31,2025-06-09,16,3,Administrator,True,True,True,5,3,L,CPD3L
Joshua Knight,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_f2a77755,f2a77755,cv_f2a77755,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,2019-03-25,2025-05-25,2025-10-19,14,8,User,True,False,True,5,3,L,CPD3L
Gina Garner,int:Gina Garner,int:Principal AWS Engineer,gina.garner@example.org,ginagarner,ext_674a1eac,674a1eac,cv_674a1eac,346-770-4622x6817,+1-816-202-5298x67076,1974,Cloud Engineering,India,2018-11-11,2024-11-25,2025-10-13,11,2,Country Manager,True,False,False,5,3,L,CPD3L
Brandon Obrien,int:Brandon Obrien,int:Associate Data Scientist,brandon.obrien@example.org,brandonobrien,ext_bb956c1a,bb956c1a,cv_bb956c1a,464-819-7857x5851,+1-961-820-5943,1987,AI/ML,United Kingdom,2019-01-10,2025-05-04,2025-04-24,11,4,User,True,True,False,2,1,E,CPD1E
Tyler Strong,int:Tyler Strong,int:Principal MLOps Engineer,tyler.strong@example.com,tylerstrong,ext_eb6d3290,eb6d3290,cv_eb6d3290,7746017750,(254)308-4245x60754,1968,Data Engineering,USA,2020-10-15,2025-03-28,2025-02-24,16,20,Country Manager,True,False,True,5,3,L,CPD3L
Justin Lindsey,int:Justin Lindsey,int:Lead Solution Architect,justin.lindsey@example.com,justinlindsey,ext_74723750,74723750,cv_74723750,(808)663-2181x227,(479)338-9701x550,1972,Architecture,United Kingdom,2019-03-24,2025-03-14,2025-01-02,20,17,Administrator,False,False,False,6,4,E,CPD4E
Catherine Gomez,int:Catherine Gomez,int:Associate Solution Architect,catherine.gomez@example.com,catherinegomez,ext_dbcf651d,dbcf651d,cv_dbcf651d,(581)654-6602x4161,698-283-0597x3642,1976,Architecture,United Kingdom,2022-05-19,2025-09-01,2025-03-20,18,21,User,False,False,True,2,1,E,CPD1E
Dana Oliver,int:Dana Oliver,int:Consultant Python Developer,dana.oliver@example.org,danaoliver,ext_94d926e4,94d926e4,cv_94d926e4,+1-662-944-0630x624,+1-951-833-0531x949,1971,Data Engineering,Ireland,2023-03-19,2025-10-11,2025-05-25,16,12,User,True,True,True,3,2,L,CPD2L
Erica Le,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_cfb93841,cfb93841,cv_cfb93841,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,2019-05-22,2025-09-23,2025-03-28,19,10,User,False,False,True,5,3,L,CPD3L
Donna Massey,int:Donna Massey,int:Consultant Python Developer,donna.massey@example.com,donnamassey,ext_8d14a1ce,8d14a1ce,cv_8d14a1ce,485.444.5770,+1-459-866-0487x368,1982,Data Engineering,United Kingdom,2020-08-23,2025-04-25,2025-08-13,13,16,User,False,False,True,3,2,L,CPD2L
Courtney Berger,int:Courtney Berger,int:Senior Python Developer,courtney.berger@example.com,courtneyberger,ext_9cce1418,9cce1418,cv_9cce1418,+1-811-763-3194x226,001-836-994-5515x88863,1969,Data Engineering,United Kingdom,2019-08-27,2025-10-31,2025-08-06,14,15,Administrator,True,False,True,4,3,E,CPD3E
Debbie Parker,int:Debbie Parker,int:Senior Data Platform Engineer,debbie.parker@example.com,debbieparker,ext_8b6b0d4f,8b6b0d4f,cv_8b6b0d4f,001-874-872-2640x85721,(263)709-3299x81996,1989,Data Engineering,United Kingdom,2019-08-28,2025-11-05,2024-12-04,13,1,Administrator,True,False,True,4,3,E,CPD3E
Scott Riley,int:Scott Riley,int:Senior AWS Engineer,scott.riley@mail.test,scottriley,ext_98c9c1ed,98c9c1ed,cv_98c9c1ed,+1-532-497-1509x688,953.927.3524x103,1981,Cloud Engineering,Spain,2022-06-15,2025-09-16,2025-09-03,15,12,Country Manager,True,False,True,4,3,E,CPD3E
Jessica Davis,int:Jessica Davis,int:Principal Azure Engineer,jessica.davis@example.com,jessicadavis,ext_3ba002c7,3ba002c7,cv_3ba002c7,797.432.7819,371.800.6876,1991,Cloud Engineering,United Kingdom,2022-04-23,2025-08-31,2025-06-01,20,8,User,True,True,False,5,3,L,CPD3L
Kenneth Burgess,int:Kenneth Burgess,int:Principal Azure Engineer,kenneth.burgess@mail.test,kennethburgess,ext_6b895a17,6b895a17,cv_6b895a17,781-898-0770x460,001-887-761-1249x125,1981,Cloud Engineering,Spain,2024-12-17,2025-02-23,2025-03-23,12,17,Country Manager,False,False,False,5,3,L,CPD3L
Gregory Anderson,int:Gregory Anderson,int:Senior Analytics Engineer,gregory.anderson@mail.test,gregoryanderson,ext_a2906a18,a2906a18,cv_a2906a18,(937)534-1517,001-645-247-5749x49022,1999,Data Engineering,Slovenia,2020-07-24,2025-08-04,2025-03-29,20,19,Country Manager,True,True,True,4,3,E,CPD3E
Amber Mata,int:Amber Mata,int:Senior Databricks Engineer,amber.mata@example.org,ambermata,ext_12f6355f,12f6355f,cv_12f6355f,959.954.4294,+1-442-222-9464x30394,1978,Data Engineering,USA,2021-09-05,2025-02-23,2025-05-19,12,25,Country Manager,True,False,False,4,3,E,CPD3E
Alyssa Mcintyre,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_572ea6c2,572ea6c2,cv_572ea6c2,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,2020-10-25,2025-05-04,2025-11-03,16,12,Country Manager,False,False,False,4,3,E,CPD3E
Maria Scott,int:Maria Scott,int:Senior Python Developer,maria.scott@example.org,mariascott,ext_18493ff2,18493ff2,cv_18493ff2,(249)513-5779,001-335-206-1581x4888,1973,Data Engineering,United Kingdom,2022-07-28,2025-05-15,2025-10-27,14,8,User,True,True,True,4,3,E,CPD3E
Makayla Olson,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_1ad7ef40,1ad7ef40,cv_1ad7ef40,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,2018-03-18,2025-06-24,2025-05-22,19,5,Country Manager,False,True,False,5,3,L,CPD3L
Lindsay Francis,int:Lindsay Francis,int:Associate ML Engineer,lindsay.francis@example.org,lindsayfrancis,ext_01023854,01023854,cv_01023854,518.305.1371x717,+1-893-397-4909,1998,AI/ML,USA,2018-07-16,2025-07-19,2025-02-24,16,8,User,True,True,False,2,1,E,CPD1E
Matthew Wilson,int:Matthew Wilson,int:Senior Kubernetes Engineer,matthew.wilson@example.org,matthewwilson,ext_38ef858b,38ef858b,cv_38ef858b,001-773-999-7046x9472,944.248.3548x84712,1973,Cloud Engineering,India,2022-05-13,2025-05-08,2025-09-05,16,7,Administrator,False,False,True,4,3,E,CPD3E
Sydney Taylor,int:Sydney Taylor,int:Consultant Analytics Engineer,sydney.taylor@mail.test,sydneytaylor,ext_53a35931,53a35931,cv_53a35931,587-372-2164x17582,001-433-748-4587x14939,1999,Data Engineering,United Kingdom,2018-06-27,2025-06-02,2025-01-19,13,14,Country Manager,False,False,False,3,2,L,CPD2L
Tammy Dalton,int:Tammy Dalton,int:Senior AI Engineer,tammy.dalton@example.org,tammydalton,ext_7444a313,7444a313,cv_7444a313,(936)822-9258,001-843-847-4524x55574,1993,AI/ML,United Kingdom,2021-08-07,2025-09-21,2025-05-31,11,18,Administrator,False,True,False,4,3,E,CPD3E
Jennifer Whitney,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_c33b499f,c33b499f,cv_c33b499f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,2024-09-14,2025-08-06,2025-10-11,10,23,User,False,True,True,2,1,E,CPD1E
Tammy Ballard,int:Tammy Ballard,int:Senior Data Engineer,tammy.ballard@example.org,tammyballard,ext_4f0515f4,4f0515f4,cv_4f0515f4,813-925-7970,649.796.0105,2001,Data Engineering,USA,2025-02-02,2025-04-19,2025-04-29,15,17,Country Manager,True,True,False,4,3,E,CPD3E
Michael Gibbs,int:Michael Gibbs,int:Principal Enterprise Architect,michael.gibbs@mail.test,michaelgibbs,ext_45f9b5b0,45f9b5b0,cv_45f9b5b0,541.372.1562x294,735.798.4884x021,1972,Architecture,United Kingdom,2021-07-06,2025-01-10,2025-01-25,13,10,Administrator,False,False,True,5,3,L,CPD3L
Alexander Herrera,int:Alexander Herrera,int:Principal Analytics Engineer,alexander.herrera@example.com,alexanderherrera,ext_c8e002e2,c8e002e2,cv_c8e002e2,001-273-425-7375x53449,766-267-0808,1997,Data Engineering,India,2022-10-14,2025-02-19,2025-05-31,12,15,Administrator,True,False,True,5,3,L,CPD3L
Shawn Chambers,int:Shawn Chambers,int:Consultant Full-stack Engineer,shawn.chambers@example.org,shawnchambers,ext_a92ddf14,a92ddf14,cv_a92ddf14,001-760-385-8749,001-519-318-1828x1979,1973,Software Engineering,Australia,2022-08-24,2025-04-17,2025-07-11,15,23,User,False,False,True,3,2,L,CPD2L
Emily Richards,int:Emily Richards,int:Senior Kubernetes Engineer,emily.richards@mail.test,emilyrichards,ext_481a7b92,481a7b92,cv_481a7b92,001-264-877-2512x95786,001-840-496-0035,1979,Cloud Engineering,India,2018-01-15,2025-06-28,2024-12-29,16,23,User,True,True,True,4,3,E,CPD3E
Lynn Bentley,int:Lynn Bentley,int:Consultant ML Engineer,lynn.bentley@example.org,lynnbentley,ext_b7c3b1d6,b7c3b1d6,cv_b7c3b1d6,439-558-7395x923,521-508-9028x5155,1999,AI/ML,Spain,2021-04-06,2025-03-30,2025-08-23,15,3,User,True,False,False,3,2,L,CPD2L
Daniel Hall,int:Daniel Hall,int:Associate Solution Architect,daniel.hall@example.org,danielhall,ext_fd2c08cf,fd2c08cf,cv_fd2c08cf,442.964.3350,860-573-6077,1997,Architecture,India,2021-08-07,2025-09-18,2024-11-17,13,13,Country Manager,True,True,False,2,1,E,CPD1E
Angel Henson,int:Angel Henson,int:Principal Frontend Engineer,angel.henson@mail.test,angelhenson,ext_88bee63a,88bee63a,cv_88bee63a,369.411.2898,001-631-379-5563x31857,1997,Software Engineering,Ireland,2025-02-09,2025-08-20,2025-11-06,17,5,Administrator,False,False,True,5,3,L,CPD3L
Anna Herman,int:Anna Herman,int:Principal MLOps Engineer,anna.herman@example.com,annaherman,ext_d8a797cf,d8a797cf,cv_d8a797cf,600.566.6155x416,001-216-470-4502x329,1993,Data Engineering,United Kingdom,2023-12-27,2025-08-16,2025-07-28,20,9,Administrator,True,False,False,5,3,L,CPD3L
Jeffrey Brown,int:Jeffrey Brown,int:Associate Frontend Engineer,jeffrey.brown@example.com,jeffreybrown,ext_d7de5e58,d7de5e58,cv_d7de5e58,422.470.0934x59626,722.251.2073x46549,2001,Software Engineering,Spain,2018-09-08,2025-01-13,2025-11-13,16,23,User,False,False,True,2,1,E,CPD1E
Madison Blankenship,int:Madison Blankenship,int:Senior Azure Engineer,madison.blankenship@mail.test,madisonblankenship,ext_07428412,07428412,cv_07428412,8504702608,(910)953-1611,1983,Cloud Engineering,USA,2023-08-19,2024-12-02,2024-12-08,16,1,Administrator,True,False,True,4,3,E,CPD3E
Kevin Ortiz,int:Kevin Ortiz,int:Consultant Azure Engineer,kevin.ortiz@example.com,kevinortiz,ext_f7d427ed,f7d427ed,cv_f7d427ed,(387)929-0477x42585,393.523.8223x1164,1970,Cloud Engineering,United Kingdom,2021-03-19,2025-04-10,2025-09-15,15,11,User,True,True,False,3,2,L,CPD2L
Donald Shah,int:Donald Shah,int:Associate Data Engineer,donald.shah@example.org,donaldshah,ext_9603cddf,9603cddf,cv_9603cddf,642.445.7988,465-829-0603x20203,1993,Data Engineering,United Kingdom,2018-07-17,2024-12-14,2025-06-26,16,7,Country Manager,False,True,True,2,1,E,CPD1E
Kevin Vasquez,int:Kevin Vasquez,int:Lead Data Architect,kevin.vasquez@example.com,kevinvasquez,ext_2a2b7452,2a2b7452,cv_2a2b7452,909-377-5396x73794,001-648-355-2457x8715,1987,Architecture,Ireland,2019-02-28,2025-01-12,2025-06-02,18,19,Country Manager,True,False,True,6,4,E,CPD4E
Colton Clay,int:Colton Clay,int:Consultant Analytics Engineer,colton.clay@mail.test,coltonclay,ext_98de3207,98de3207,cv_98de3207,(460)782-1371x184,576-781-8268x3230,1989,Data Engineering,Slovenia,2023-11-28,2025-01-08,2025-01-20,20,16,User,True,False,True,3,2,L,CPD2L
Derek Chavez,int:Derek Chavez,int:Associate .NET Engineer,derek.chavez@example.org,derekchavez,ext_78c44ef6,78c44ef6,cv_78c44ef6,492.398.8085x83825,+1-829-932-8963x40646,1982,Software Engineering,India,2025-08-21,2025-10-16,2025-09-06,14,8,User,False,True,True,2,1,E,CPD1E
Ellen Paul,int:Ellen Paul,int:Consultant Databricks Engineer,ellen.paul@mail.test,ellenpaul,ext_86e2c7b3,86e2c7b3,cv_86e2c7b3,352.240.1484x399,001-762-327-2362x66933,1970,Data Engineering,Ireland,2023-03-16,2025-02-22,2025-04-17,15,5,User,False,False,True,3,2,L,CPD2L
Sonya Barnes,int:Sonya Barnes,int:Senior Azure Engineer,sonya.barnes@mail.test,sonyabarnes,ext_81d25386,81d25386,cv_81d25386,442.661.9237,001-950-418-4819x73741,1989,Cloud Engineering,Ireland,2023-02-27,2025-08-14,2025-04-03,20,8,Administrator,True,False,False,4,3,E,CPD3E
Julia Moore,int:Julia Moore,int:Senior Delivery Manager,julia.moore@mail.test,juliamoore,ext_23b78658,23b78658,cv_23b78658,454-906-4176,001-343-681-1995x37660,1971,Delivery Management,United Kingdom,2018-10-05,2025-03-01,2025-10-06,12,3,Administrator,True,True,True,4,3,E,CPD3E
Robert Garcia,int:Robert Garcia,int:Consultant Analytics Engineer,robert.garcia@example.com,robertgarcia,ext_7c69814c,7c69814c,cv_7c69814c,001-944-585-6451x0173,001-864-217-8996,1983,Data Engineering,Australia,2021-02-13,2025-03-14,2025-10-06,14,10,Administrator,False,True,False,3,2,L,CPD2L
Tracy Russell,int:Tracy Russell,int:Principal Data Engineer,tracy.russell@example.com,tracyrussell,ext_3d1154c8,3d1154c8,cv_3d1154c8,+1-819-219-1135x996,(277)798-0660x392,1996,Data Engineering,Ireland,2021-02-18,2025-10-04,2025-06-15,12,16,User,True,False,False,5,3,L,CPD3L
Stephanie Johnson,int:Stephanie Johnson,int:Senior .NET Engineer,stephanie.johnson@mail.test,stephaniejohnson,ext_e56e5ea8,e56e5ea8,cv_e56e5ea8,546-607-4555,405.974.2388x565,1992,Software Engineering,United Kingdom,2020-09-03,2025-09-07,2025-03-20,14,13,Country Manager,False,True,False,4,3,E,CPD3E
Mitchell Ramos,int:Mitchell Ramos,int:Lead Cloud Architect,mitchell.ramos@mail.test,mitchellramos,ext_121438c4,121438c4,cv_121438c4,355-898-3541,797-226-3475x57522,1993,Architecture,United Kingdom,2021-03-18,2025-10-27,2025-09-13,16,16,Country Manager,False,True,False,6,4,E,CPD4E
Stephanie Foley,int:Stephanie Foley,int:Senior Databricks Engineer,stephanie.foley@example.com,stephaniefoley,ext_5053dd64,5053dd64,cv_5053dd64,439-848-8488,+1-813-411-9642x585,1990,Data Engineering,India,2020-02-28,2025-04-12,2025-07-12,20,23,User,False,True,False,4,3,E,CPD3E
