Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Label,Summary of Qualifications,Short description
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_ba581d2a,ba581d2a,cv_ba581d2a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,fef47117,a89d8cf0,2024-01-13,2024-08-09,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Lisa Pierce,int:Lisa Pierce,int:Consultant Data Platform Engineer,lisa.pierce@mail.test,lisapierce,ext_8f34683d,8f34683d,cv_8f34683d,5278523343,001-440-641-2091x17911,1972,Data Engineering,United Kingdom,British,8ad1b015,bdfc5ab4,2024-03-17,2024-06-19,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Lisa Pierce,int:Lisa Pierce,int:Consultant Data Platform Engineer,lisa.pierce@mail.test,lisapierce,ext_8f34683d,8f34683d,cv_8f34683d,5278523343,001-440-641-2091x17911,1972,Data Engineering,United Kingdom,British,08f78683,148b66d5,2024-07-11,2025-09-01,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Marcus Cordova,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,British,827e1c72,db417429,2024-06-30,2024-02-06,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Marcus Cordova,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,British,5abd2484,c1323cdd,2024-06-22,2025-11-05,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Richard Robertson,int:Richard Robertson,int:Associate .NET Engineer,richard.robertson@mail.test,richardrobertson,ext_882d45e9,882d45e9,cv_882d45e9,573-615-8477x686,(534)961-9942,1974,Software Engineering,India,Swedish,615aae94,acf55228,2024-07-01,2024-07-15,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Vanessa Sandoval,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,Swedish,edcaa684,f35e89d9,2024-01-06,2024-01-30,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Vanessa Sandoval,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,Swedish,066ff1b4,fcaa61ba,2024-12-19,2024-07-17,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Amy Gutierrez,int:Amy Gutierrez,int:Principal .NET Engineer,amy.gutierrez@example.com,amygutierrez,ext_4f2e2b96,4f2e2b96,cv_4f2e2b96,(756)425-3135,001-851-605-0537x95381,1985,Software Engineering,United Kingdom,Swedish,1e74f66a,75776f39,2025-05-01,2023-12-02,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Amy Gutierrez,int:Amy Gutierrez,int:Principal .NET Engineer,amy.gutierrez@example.com,amygutierrez,ext_4f2e2b96,4f2e2b96,cv_4f2e2b96,(756)425-3135,001-851-605-0537x95381,1985,Software Engineering,United Kingdom,Swedish,f9d7b0e7,27af2358,2025-04-14,2024-02-19,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jacob Cox,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,Norwegian,a33eeaa3,9e4cd1b1,2025-02-12,2025-05-25,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jacob Cox,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,Norwegian,cf823fe0,ca1a7014,2025-06-13,2025-09-19,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Katherine Garrett,int:Katherine Garrett,int:Consultant Data Architect,katherine.garrett@example.org,katherinegarrett,ext_9c6139a1,9c6139a1,cv_9c6139a1,(295)296-3904,342.860.8805x017,1983,Architecture,United Kingdom,Danish,01abc57e,ba7e1524,2025-06-16,2024-10-25,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Katherine Garrett,int:Katherine Garrett,int:Consultant Data Architect,katherine.garrett@example.org,katherinegarrett,ext_9c6139a1,9c6139a1,cv_9c6139a1,(295)296-3904,342.860.8805x017,1983,Architecture,United Kingdom,Danish,e83f3f77,ac4635da,2025-08-22,2024-01-03,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Andrea Pennington,int:Andrea Pennington,int:Consultant Analytics Engineer,andrea.pennington@example.com,andreapennington,ext_9314cf15,9314cf15,cv_9314cf15,235-680-0401,945-396-4229,1983,Data Engineering,United Kingdom,Polish,d9827554,8fa3488a,2025-07-08,2024-09-29,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Andrea Pennington,int:Andrea Pennington,int:Consultant Analytics Engineer,andrea.pennington@example.com,andreapennington,ext_9314cf15,9314cf15,cv_9314cf15,235-680-0401,945-396-4229,1983,Data Engineering,United Kingdom,Polish,3bf0fa8d,d17690e6,2024-06-27,2024-02-25,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
David Dudley,int:David Dudley,int:Senior MLOps Engineer,david.dudley@mail.test,daviddudley,ext_4bf3418a,4bf3418a,cv_4bf3418a,703.603.7637x1539,001-572-881-2356x798,1975,Data Engineering,India,Danish,4635f182,2c06fd1b,2025-09-26,2024-02-07,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Chelsea Allen,int:Chelsea Allen,int:Associate Solution Architect,chelsea.allen@example.org,chelseaallen,ext_1c063d2a,1c063d2a,cv_1c063d2a,914.362.4912,001-313-307-2407x8754,1983,Architecture,Ireland,British,744a2e59,18af293b,2024-05-30,2025-03-11,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Eric Pierce,int:Eric Pierce,int:Senior Data Scientist,eric.pierce@example.org,ericpierce,ext_2fed8586,2fed8586,cv_2fed8586,(763)326-8685x074,6669343629,1973,AI/ML,USA,Polish,474b2653,74aaec89,2025-02-08,2025-04-10,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Andrea Davis,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_d51f2ec0,d51f2ec0,cv_d51f2ec0,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,British,4280c7fe,2158b846,2024-05-21,2024-02-08,Profile,"Experienced in cloud, data engineering and analytics.",
Steven Wilson,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_545305de,545305de,cv_545305de,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,57ae3c46,aae80911,2025-05-20,2025-09-01,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Steven Wilson,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_545305de,545305de,cv_545305de,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,78a9dd0d,510d7de8,2024-03-01,2024-05-25,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Marilyn Jimenez,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,276f799a,f9e77d1b,2025-06-21,2025-08-15,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Marilyn Jimenez,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,d739f7bf,1686de9a,2025-06-23,2025-09-04,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Joshua Davenport,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_72c4d95a,72c4d95a,cv_72c4d95a,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,c86b5cc5,afda5ec7,2025-01-01,2025-08-02,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Andrea Reyes,int:Andrea Reyes,int:Principal Databricks Engineer,andrea.reyes@mail.test,andreareyes,ext_ac3bd022,ac3bd022,cv_ac3bd022,001-814-830-7536,444-594-2965,1984,Data Engineering,Slovenia,Polish,30cb9905,47e1a22b,2025-10-26,2025-02-15,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Andrea Reyes,int:Andrea Reyes,int:Principal Databricks Engineer,andrea.reyes@mail.test,andreareyes,ext_ac3bd022,ac3bd022,cv_ac3bd022,001-814-830-7536,444-594-2965,1984,Data Engineering,Slovenia,Polish,9cce43cd,409ae771,2024-09-05,2025-08-30,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Sandra Romero,int:Sandra Romero,int:Associate AWS Engineer,sandra.romero@mail.test,sandraromero,ext_dd6913a6,dd6913a6,cv_dd6913a6,426-883-4414x978,(912)287-5857x56766,1984,Cloud Engineering,India,British,45bcb726,5cf677f9,2025-03-30,2023-12-25,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Sandra Romero,int:Sandra Romero,int:Associate AWS Engineer,sandra.romero@mail.test,sandraromero,ext_dd6913a6,dd6913a6,cv_dd6913a6,426-883-4414x978,(912)287-5857x56766,1984,Cloud Engineering,India,British,bc717325,0cc8cede,2024-07-28,2024-02-02,Key Strengths,"Experienced in cloud, data engineering and analytics.",
Natasha Shields,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_b0834993,b0834993,cv_b0834993,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,Norwegian,90718a58,b7123f17,2024-10-08,2025-06-21,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_da69780f,da69780f,cv_da69780f,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,8a5ab4dd,38bce3de,2025-03-06,2024-04-25,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_da69780f,da69780f,cv_da69780f,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,38f11c3b,7b351ced,2025-01-12,2025-10-18,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_d875ddbd,d875ddbd,cv_d875ddbd,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,8e01acc4,dcc5a1dd,2023-12-03,2024-12-23,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_aa4a5df2,aa4a5df2,cv_aa4a5df2,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,1af97421,ec5abafa,2024-02-19,2024-12-24,Profile,"Experienced in cloud, data engineering and analytics.",
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_aa4a5df2,aa4a5df2,cv_aa4a5df2,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,a03f7bcd,6e5b3318,2024-05-26,2025-03-05,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jacob Terry,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_cf8018ab,cf8018ab,cv_cf8018ab,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,65be7e8e,26f09cec,2025-04-19,2025-02-13,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jacob Terry,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_cf8018ab,cf8018ab,cv_cf8018ab,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,fae7b5cf,52ccf12c,2025-06-04,2024-09-23,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Ashley Hall,int:Ashley Hall,int:Senior Oracle Engineer,ashley.hall@example.org,ashleyhall,ext_48176303,48176303,cv_48176303,001-302-838-5037x19905,+1-591-787-2401x078,1990,Cloud Engineering,Australia,Polish,3983869b,bf6dc1dd,2023-12-24,2025-05-11,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Ashley Hall,int:Ashley Hall,int:Senior Oracle Engineer,ashley.hall@example.org,ashleyhall,ext_48176303,48176303,cv_48176303,001-302-838-5037x19905,+1-591-787-2401x078,1990,Cloud Engineering,Australia,Polish,09297178,3bf3161c,2024-12-05,2023-11-20,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Kimberly Williams,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_75b16bd2,75b16bd2,cv_75b16bd2,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,84222b8b,29a7a623,2025-09-03,2024-01-07,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Julie Thornton,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_c65078dd,c65078dd,cv_c65078dd,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,167d8fab,1f0866c8,2024-01-19,2024-01-19,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,3d560ba4,96a4383d,2024-09-22,2025-01-29,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,eb9378e0,3aef74a3,2025-01-29,2025-03-26,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Elizabeth Hoover,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_9fc8236d,9fc8236d,cv_9fc8236d,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,b1b0851e,13407461,2025-08-03,2024-06-29,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_5dd21056,5dd21056,cv_5dd21056,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,ab4ba7b7,7014e294,2025-01-29,2024-11-30,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_cbd2df49,cbd2df49,cv_cbd2df49,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,ff0d854e,e1803273,2024-03-07,2024-04-10,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_85e57162,85e57162,cv_85e57162,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,e6b57f49,96fd8ff2,2024-02-24,2025-04-16,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,3c5d71f0,0432a249,2025-11-13,2025-01-08,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,ca2fb763,0d6c8685,2024-06-14,2024-03-26,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Terrance Costa,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_bf0305bc,bf0305bc,cv_bf0305bc,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,5c09c2cb,bffc871b,2024-11-04,2025-10-31,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Terrance Costa,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_bf0305bc,bf0305bc,cv_bf0305bc,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,a885ff56,92f7465c,2025-07-31,2025-04-04,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Debra Christian,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_a2d8cc01,a2d8cc01,cv_a2d8cc01,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,Norwegian,4ce8daab,63bbf1d7,2024-11-25,2024-01-31,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_f023777b,f023777b,cv_f023777b,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,f2b15548,4e28badb,2025-04-22,2024-10-13,Profile,"Experienced in cloud, data engineering and analytics.",
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_34331a9d,34331a9d,cv_34331a9d,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,ec3bab60,51f8348b,2023-12-03,2024-01-23,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_34331a9d,34331a9d,cv_34331a9d,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,f7f54249,50aa1bfd,2024-10-22,2025-08-09,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jennifer Malone,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_e14e91a7,e14e91a7,cv_e14e91a7,242.513.8820,4709534967,1996,Delivery Management,India,Danish,3a879045,0b41046f,2024-10-25,2024-03-14,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_3db74b86,3db74b86,cv_3db74b86,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,British,70f249ef,dec00c22,2024-01-20,2025-02-14,Summary,"Experienced in cloud, data engineering and analytics.",
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_3db74b86,3db74b86,cv_3db74b86,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,British,c5467979,2e69b928,2024-12-24,2024-02-16,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f375bf48,f375bf48,cv_f375bf48,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,f87143cd,282cc2bc,2024-12-12,2024-04-22,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f375bf48,f375bf48,cv_f375bf48,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,3aa84bee,1762217a,2024-02-07,2024-10-04,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_233cc7ad,233cc7ad,cv_233cc7ad,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,Swedish,3f7408ab,81d79488,2024-05-21,2025-10-27,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_83422707,83422707,cv_83422707,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,623bb699,96dca682,2025-01-29,2024-05-19,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Ashlee Sparks,int:Ashlee Sparks,int:Consultant Analytics Engineer,ashlee.sparks@mail.test,ashleesparks,ext_b872e117,b872e117,cv_b872e117,952-705-9960x4387,+1-235-477-8811x6162,1973,Data Engineering,Slovenia,Swedish,1aa68918,cafe231e,2024-05-05,2024-10-03,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Ashlee Sparks,int:Ashlee Sparks,int:Consultant Analytics Engineer,ashlee.sparks@mail.test,ashleesparks,ext_b872e117,b872e117,cv_b872e117,952-705-9960x4387,+1-235-477-8811x6162,1973,Data Engineering,Slovenia,Swedish,edd4d948,db49063a,2024-08-23,2025-10-04,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_e5c0bde3,e5c0bde3,cv_e5c0bde3,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,Danish,57d1935e,9f33b3ca,2024-08-25,2025-10-15,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_5cc439f4,5cc439f4,cv_5cc439f4,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,Norwegian,f5626b59,5a7b9aa9,2024-12-11,2024-03-01,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_5cc439f4,5cc439f4,cv_5cc439f4,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,Norwegian,0c5392cc,77dd3268,2025-04-29,2024-03-29,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
John Durham,int:John Durham,int:Principal Databricks Engineer,john.durham@example.com,johndurham,ext_980bd348,980bd348,cv_980bd348,910.443.3187x5109,858-635-0344,1978,Data Engineering,United Kingdom,Norwegian,019abe2b,ada05eb3,2024-02-27,2025-08-12,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
John Durham,int:John Durham,int:Principal Databricks Engineer,john.durham@example.com,johndurham,ext_980bd348,980bd348,cv_980bd348,910.443.3187x5109,858-635-0344,1978,Data Engineering,United Kingdom,Norwegian,219d6a69,e9c2ecd4,2024-09-14,2023-11-26,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_a91b0bfb,a91b0bfb,cv_a91b0bfb,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,Polish,2b867380,d5a8cf96,2025-08-31,2025-08-05,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_a91b0bfb,a91b0bfb,cv_a91b0bfb,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,Polish,8a28df95,be63d379,2023-11-26,2023-12-20,Key Strengths,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_6b9f48f7,6b9f48f7,cv_6b9f48f7,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,Polish,c3644c63,5f8ff733,2024-02-21,2025-07-29,Profile,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_6b9f48f7,6b9f48f7,cv_6b9f48f7,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,Polish,d178e5b9,8187199d,2024-04-27,2024-04-21,Key Strengths,"Experienced in cloud, data engineering and analytics.",
Albert Ballard,int:Albert Ballard,int:Senior Data Engineer,albert.ballard@mail.test,albertballard,ext_c851a7d8,c851a7d8,cv_c851a7d8,001-867-954-8581x93242,541.886.5205x7563,2002,Data Engineering,India,Norwegian,7a304769,c1233ceb,2024-06-06,2025-07-24,Summary,"Experienced in cloud, data engineering and analytics.","Focus on Python, Azure/AWS, Databricks."
